STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,isco08,International Standard Classification of Occupations 2008 (ISCO-08),worktime,Working time,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MK,North Macedonia,2010,,41.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MK,North Macedonia,2011,,36.7,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MK,North Macedonia,2012,,33.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MK,North Macedonia,2013,,34.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MK,North Macedonia,2014,,27.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MK,North Macedonia,2015,,33.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MK,North Macedonia,2016,,33.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MK,North Macedonia,2017,,33.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MK,North Macedonia,2018,,29.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MK,North Macedonia,2019,,22.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MK,North Macedonia,2020,,22.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MT,Malta,2010,,13.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MT,Malta,2011,,13.5,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MT,Malta,2012,,15.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MT,Malta,2013,,16.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MT,Malta,2014,,17.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MT,Malta,2015,,17.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MT,Malta,2016,,18.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MT,Malta,2017,,20.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MT,Malta,2018,,22.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MT,Malta,2019,,25.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MT,Malta,2020,,27.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MT,Malta,2021,,28.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MT,Malta,2022,,30.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MT,Malta,2023,,32.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,MT,Malta,2024,,33.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NL,Netherlands,2010,,676.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NL,Netherlands,2011,,460.8,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NL,Netherlands,2012,,439.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NL,Netherlands,2013,,451.6,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NL,Netherlands,2014,,447.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NL,Netherlands,2015,,412.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NL,Netherlands,2016,,388.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NL,Netherlands,2017,,371.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NL,Netherlands,2018,,369.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NL,Netherlands,2019,,401.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NL,Netherlands,2020,,375.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NL,Netherlands,2021,,407.9,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NL,Netherlands,2022,,428.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NL,Netherlands,2023,,460.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NL,Netherlands,2024,,488.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NO,Norway,2010,,136.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NO,Norway,2011,,152.0,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NO,Norway,2012,,156.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NO,Norway,2013,,160.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NO,Norway,2014,,179.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NO,Norway,2015,,185.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NO,Norway,2016,,190.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NO,Norway,2017,,206.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NO,Norway,2018,,208.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NO,Norway,2019,,196.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NO,Norway,2020,,198.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NO,Norway,2021,,200.5,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NO,Norway,2022,,195.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NO,Norway,2023,,197.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,NO,Norway,2024,,197.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PL,Poland,2010,,988.2,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PL,Poland,2011,,914.3,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PL,Poland,2012,,938.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PL,Poland,2013,,947.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PL,Poland,2014,,945.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PL,Poland,2015,,952.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PL,Poland,2016,,976.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PL,Poland,2017,,975.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PL,Poland,2018,,964.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PL,Poland,2019,,998.0,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PL,Poland,2020,,1006.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PL,Poland,2021,,1058.7,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PL,Poland,2022,,1097.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PL,Poland,2023,,1137.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PL,Poland,2024,,1197.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PT,Portugal,2010,,264.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PT,Portugal,2011,,264.6,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PT,Portugal,2012,,261.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PT,Portugal,2013,,281.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PT,Portugal,2014,,298.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PT,Portugal,2015,,272.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PT,Portugal,2016,,273.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PT,Portugal,2017,,272.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PT,Portugal,2018,,253.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PT,Portugal,2019,,268.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PT,Portugal,2020,,253.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PT,Portugal,2021,,290.5,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PT,Portugal,2022,,263.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PT,Portugal,2023,,260.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,PT,Portugal,2024,,279.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,RO,Romania,2010,,171.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,RO,Romania,2011,,178.2,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,RO,Romania,2012,,189.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,RO,Romania,2013,,181.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,RO,Romania,2014,,172.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,RO,Romania,2015,,183.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,RO,Romania,2016,,178.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,RO,Romania,2017,,158.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,RO,Romania,2018,,160.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,RO,Romania,2019,,178.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC1,Managers,FT,Full-time,RO,Romania,2020,,186.7,,,,,
