STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),lcstruct,Labour costs structure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SE,Sweden,2022,,107.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SE,Sweden,2023,,111.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SE,Sweden,2024,,115.5,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2008,,69.0,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2009,,72.9,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2010,,75.2,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2011,,76.7,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2012,,78.9,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2013,,79.3,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2014,,82.3,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2015,,82.7,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2016,,85.4,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2017,,91.5,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2018,,94.9,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2019,,98.4,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2020,,100.0,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2021,,106.6,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2022,,115.5,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2023,,127.5,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SI,Slovenia,2024,,136.1,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2008,,56.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2009,,58.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2010,,58.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2011,,62.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2012,,65.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2013,,68.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2014,,71.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2015,,74.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2016,,77.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2017,,83.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2018,,90.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2019,,96.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2021,,106.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2022,,117.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2023,,127.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),SK,Slovakia,2024,,135.5,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2008,,11.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2009,,23.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2010,,25.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2011,,27.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2012,,29.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2013,,33.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2014,,37.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2015,,43.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2016,,52.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2017,,57.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2018,,69.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2019,,85.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2021,,120.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2022,,209.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2023,,454.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",C,Manufacturing,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),TR,Türkiye,2024,,875.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2008,,70.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2009,,72.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2010,,77.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2011,,78.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2012,,85.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2013,,85.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2014,,81.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2015,,86.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2016,,81.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2017,,84.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2018,,88.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2019,,91.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2021,,102.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2022,,103.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2023,,109.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),AT,Austria,2024,,121.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),BE,Belgium,2008,,79.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),BE,Belgium,2009,,83.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),BE,Belgium,2010,,85.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),BE,Belgium,2011,,87.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),BE,Belgium,2012,,89.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D11,Wages and salaries (total),BE,Belgium,2013,,90.9,,,,,
